,SMILES,molecular_weight,n_hba,n_hbd,logp,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
1950,Sc1nc2c(OCC3CCCCC3)cccc2n1Cc1ccccc1,352.160934388,4,1,5.332400000000005,352.160934388,4,1,5.332400000000005,True
1951,COc1cc2ncc3c(=O)n(-c4c(C)cccc4C)cnc3c2cc1OC,361.142641468,6,0,3.567940000000002,361.142641468,6,0,3.567940000000002,True
1952,O=C(c1cc(S(=O)(=O)NCc2ccc(Cl)cc2)ccc1F)C1CCCCC1,409.09147043200005,3,1,4.720600000000004,409.09147043200005,3,1,4.720600000000004,True
1954,CC(C)=CCc1cc2c(cc1O)OCC1c3ccc(O)cc3OCC21,338.15180918399994,4,2,4.258700000000003,338.15180918399994,4,2,4.258700000000003,True
1955,CNC(=O)COc1ccc2c(-c3ccc(C(=O)N(C)C)cc3)cccc2c1,362.163042564,3,1,3.333400000000002,362.163042564,3,1,3.333400000000002,True
1956,O=C(CCc1ccc(Nc2nc(O)cs2)cc1)c1ccc(F)cc1,342.08382694000005,5,2,4.546900000000003,342.08382694000005,5,2,4.546900000000003,True
1957,CN1C(=O)C2CCCC1C(O)C2Cc1ccccc1,259.157228912,2,1,1.8469,259.157228912,2,1,1.8469,True
1959,O=S(=O)(Nc1ccc(-c2ccc(-c3ccccc3)nc2)cc1)c1ccc(C(F)(F)F)cc1,454.09628344400005,3,1,6.2352000000000025,454.09628344400005,3,1,6.2352000000000025,True
1960,O=C(c1cccc(F)c1)N1CCCC(C(=O)N2CCN(c3ccccc3)CC2)C1,395.200905292,3,0,3.0267000000000017,395.200905292,3,0,3.0267000000000017,True
1961,CCOS(=O)(=O)C=Cc1ccc(OC)c(-c2cccc(C)c2)c1,332.10823012000003,4,0,4.007620000000003,332.10823012000003,4,0,4.007620000000003,True
1962,CC(C)NC(=O)c1cccc(N2CC(c3ccc(Cl)cc3)CC(C(=O)C(C)(C)C)=N2)c1,439.20265488,4,1,5.443300000000005,439.20265488,4,1,5.443300000000005,True
1963,COc1cc(O)c(Br)cc1C=CC(=O)Nc1cccc(-c2cccc(CC(C)(C)C)c2)c1,493.125255856,3,2,7.0708000000000055,493.125255856,3,2,7.0708000000000055,True
1964,O=C(O)c1ccc(C=C2N=C(c3ccc(Cl)cc3)N(C(Cc3ccccc3)C(=O)O)C2=O)cc1,474.09824938799994,4,2,4.364000000000003,474.09824938799994,4,2,4.364000000000003,True
1965,COc1ccc(CC(NC(=O)CN(C)C)c2ccc(Cl)cc2)cc1OC,376.15537034,4,1,3.3188000000000013,376.15537034,4,1,3.3188000000000013,True
1966,CN1CCN(NC(=O)c2ccc(Br)s2)CC1,303.004095168,4,1,1.4027999999999994,303.004095168,4,1,1.4027999999999994,True
1967,CCCCC1=NC2(CCOCC2)C(=O)N1c1ccc(-c2ccccc2)cc1,362.199428072,3,0,4.838100000000004,362.199428072,3,0,4.838100000000004,True
1968,O=C(O)c1ccc(CN2C(=O)NC(=Cc3cccc(OCc4ccccc4)c3)C2=O)cc1,428.13722174,4,2,4.056700000000003,428.13722174,4,2,4.056700000000003,True
1969,O=P(O)(O)C(F)c1ccc(-c2ccc(F)cc2)cc1,284.041387282,1,2,3.6385000000000023,284.041387282,1,2,3.6385000000000023,True
1971,CC(N)Cc1cccnc1,136.100048384,2,1,0.9713,136.100048384,2,1,0.9713,True
1972,CCCCOC(=O)CCCNC(=O)CC,215.152143532,3,1,1.6360999999999999,215.152143532,3,1,1.6360999999999999,True
1973,COC(=O)c1sc(NC(=O)C2=C(C)C(=O)OC2c2ccc(C)o2)cc1Br,438.972520268,7,1,3.7517200000000024,438.972520268,7,1,3.7517200000000024,True
1974,COC(=O)C(Cc1ccc(-c2ccccc2)cc1)NC(=O)CC(Cc1ccccc1)C(=O)O,445.18892296399997,4,2,3.887500000000002,445.18892296399997,4,2,3.887500000000002,True
1975,O=C(COC(=O)C=Cc1ccc(Br)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,460.96411768400003,3,1,5.3164000000000025,460.96411768400003,3,1,5.3164000000000025,True
1976,O=c1c(-c2ccc(F)cc2)nc2cnc(N3CCOCC3)nc2n1Cc1ccc(-c2ccccc2)cc1,493.191403228,7,0,4.544500000000004,493.191403228,7,0,4.544500000000004,True
1977,CCCCCCCCCCC(C)C(=O)Nc1ccc(C(=O)OC)cc1,347.24604391599996,3,1,5.578600000000005,347.24604391599996,3,1,5.578600000000005,True
1978,CC(=O)C1(NC(=O)C(Cc2ccccc2C)NC(=O)Cc2ccc(OCC(F)(F)F)cc2)CCCC1,504.223592132,4,2,4.224120000000003,504.223592132,4,2,4.224120000000003,True
1979,O=S(=O)(CCSc1nc2ccccc2s1)c1ccccc1,335.010841656,5,0,3.862300000000003,335.010841656,5,0,3.862300000000003,True
1980,COc1ccc(S(=O)(=O)Nc2ccccc2)cc1OC,293.07217896000003,4,1,2.504600000000001,293.07217896000003,4,1,2.504600000000001,True
1981,O=C(C=Cc1ccc(O)cc1)NC1CCOC1,233.10519334,3,2,1.3104999999999998,233.10519334,3,2,1.3104999999999998,True
1982,CCC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccc(N(CC(=O)OC)C(C)C)cc2)C1=O,479.27840666399993,5,1,3.5604000000000022,479.27840666399993,5,1,3.5604000000000022,True
1983,COC(=O)c1ccc2[nH]c(-c3ccc(C(=O)c4cccc(OC(F)(F)F)c4)cc3)cc2c1,439.103142652,4,1,5.751100000000003,439.103142652,4,1,5.751100000000003,True
1984,CCCCCNC(=O)C(Cc1ccc(C2=CC(=NS(=O)(=O)c3ccccc3)CCC2)cc1)C(=O)O,496.2031931239999,4,2,4.633500000000004,496.2031931239999,4,2,4.633500000000004,True
1986,COC(=O)C1=C(C)N(Cc2ccc(Br)cc2)C(=O)C1,323.015705408,3,0,2.628400000000001,323.015705408,3,0,2.628400000000001,True
1987,O=C(O)c1ccc(CN2OC(=Cc3cccc(OCc4ccccc4)c3)C2=O)cc1,401.126322708,4,1,4.278700000000003,401.126322708,4,1,4.278700000000003,True
1990,CCCc1cccc(-c2cc(NC(=O)C(C)(C)C)cc(C(=O)Nc3ccc(C(=N)N)cc3)c2F)c1,474.24310445200007,3,4,5.9661700000000035,474.24310445200007,3,4,5.9661700000000035,True
1991,O=C(CN(Cc1ccccc1)C(=O)CCl)c1ccc(Cl)c(Cl)c1,369.00901172799996,2,0,4.443700000000003,369.00901172799996,2,0,4.443700000000003,True
1992,O=S(=O)(Nc1cccc(-c2nc3ccccc3o2)c1)c1ccc(OC(F)(F)C(F)F)cc1,466.061040808,5,1,5.532300000000003,466.061040808,5,1,5.532300000000003,True
1993,CC(C)C(=O)Nc1ccc(S(=O)(=O)CC2(O)c3ccc(-c4cc5cccc(C(=O)O)c5o4)c2c3)cc1,505.11952307599995,6,3,4.193900000000003,505.11952307599995,6,3,4.193900000000003,True
1994,O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCNC2,270.03104242,5,4,0.11509999999999981,270.03104242,5,4,0.11509999999999981,True
1995,COc1cc(O)c(Br)cc1C=CC(=O)c1ccc(O)cc1,347.999720996,4,2,3.7650000000000015,347.999720996,4,2,3.7650000000000015,True
1996,N#Cc1c(OCC2CN(C(=O)Cc3ccccc3)CCO2)cccc1-c1ccccc1,412.17869262799996,4,0,4.074180000000004,412.17869262799996,4,0,4.074180000000004,True
1997,O=C(O)c1ccc(NC(=O)c2cccc(-c3cccc(Cl)c3)n2)cc1,352.06146995600005,3,2,4.352500000000003,352.06146995600005,3,2,4.352500000000003,True
1999,O=C(O)c1ccc(NC(=O)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)cc1,385.092577968,2,2,5.322900000000003,385.092577968,2,2,5.322900000000003,True
2000,CC1CC2(C)CCC(C)(CCC(C)(C)C2)C(O)C(O)(CC(=O)O)C1,340.26135963199994,3,3,3.9859000000000036,340.26135963199994,3,3,3.9859000000000036,True
2001,CN(N=Nc1cccc2ccccc12)c1ccccc1,261.12659748,2,0,4.974900000000003,261.12659748,2,0,4.974900000000003,True
2002,Cc1cccc(CN2CCC(Nc3cccc4cnccc34)C2)c1,317.18919773600004,3,1,4.229620000000003,317.18919773600004,3,1,4.229620000000003,True
2003,CCOS(=O)(=O)C=Cc1ccc(OC)c(-c2cccc(CC(C)C)c2)c1,374.155180312,4,0,4.897700000000005,374.155180312,4,0,4.897700000000005,True
2004,Nc1ccc(CC(C(=O)O)C(=O)O)cc1,209.068807832,3,3,0.5966999999999999,209.068807832,3,3,0.5966999999999999,True
2005,CNC(=O)CSc1ccc(-c2nc(-c3ccc(C#N)cc3)c[nH]2)cc1,348.10448213200004,4,2,3.4534800000000017,348.10448213200004,4,2,3.4534800000000017,True
2006,COc1cc(CCCOC(=O)CCCCCCC(=O)OCCCCCC(=O)O)ccc1O,452.2410181119999,7,2,4.405400000000005,452.2410181119999,7,2,4.405400000000005,True
2007,CC(C)CC(c1ccccc1)N1CCC(n2c(O)nc3ccccc32)CC1,363.231062548,4,1,5.166200000000005,363.231062548,4,1,5.166200000000005,True
2008,CC(=O)Nc1ccc(N2CC(C#N)(Cc3ccccc3)C3=CC(C)(C)OCC3=N2)cc1,414.205576072,5,1,4.308880000000004,414.205576072,5,1,4.308880000000004,True
2009,N#Cc1ccc(S(=O)(=O)Nc2ccc3oc(-c4ccc(NS(=O)(=O)c5ccc(N)cc5)cc4)nc3c2)cc1,545.082760708,8,3,4.550280000000002,545.082760708,8,3,4.550280000000002,True
2010,CCCCOC(=O)COc1cc(C=CC(=O)O)ccc1OCCc1ccc(O)cc1,414.167853172,6,2,3.8336000000000023,414.167853172,6,2,3.8336000000000023,True
2011,O=C(O)Cn1c(C(=O)O)cc2cc(NS(=O)(=O)c3cccs3)cc(-c3ccc(O)cc3)c2c1=O,500.034807472,8,4,3.0192000000000005,500.034807472,8,4,3.0192000000000005,True
2012,COc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)c2)cc1,381.14772684800005,4,1,5.484300000000005,381.14772684800005,4,1,5.484300000000005,True
2013,CCCCCCCc1ccc(C(=O)c2ccc(OC3CCCC3)cc2)cc1,364.240230264,2,0,6.751900000000006,364.240230264,2,0,6.751900000000006,True
2014,COc1ccc(-c2noc(C(CCC(=O)O)c3ccc(C(F)(F)F)cc3)n2)cc1OC,436.124606368,6,1,4.769300000000004,436.124606368,6,1,4.769300000000004,True
2015,O=C(O)COc1cccc2c1S(=O)(=O)c1ccccc1-2,290.02489441999995,4,1,1.9632,290.02489441999995,4,1,1.9632,True
2016,N#Cc1cccc(-c2ccc3c(N)nc(N)nc3c2)c1,261.101445352,5,2,2.3328800000000003,261.101445352,5,2,2.3328800000000003,True
2017,CCOS(=O)(=O)C=Cc1ccc(OCCCCNc2cccc(O)c2)cc1,391.1453439,6,2,4.000300000000003,391.1453439,6,2,4.000300000000003,True
2018,Cc1ccc(CC(=O)C=C(O)C(=O)O)cc1,220.073558864,3,2,1.6331200000000001,220.073558864,3,2,1.6331200000000001,True
2019,CCOC(=O)CC1Oc2ccccc2N1C(=O)c1cc(Br)c(Br)cc1F,484.92736034800004,4,0,4.669200000000003,484.92736034800004,4,0,4.669200000000003,True
2021,COC(=O)c1cc(-c2ccc(NC(=O)c3cccnc3)cc2)cs1,338.07251330800005,5,1,3.849000000000002,338.07251330800005,5,1,3.849000000000002,True
2022,CCCCCCC=CCCCCCCCC(=O)C1=C(O)C(=CCCO)OC1=O,392.2562742519999,5,2,5.448000000000006,392.2562742519999,5,2,5.448000000000006,True
2023,CCCOc1ccc(N)cc1,151.099714036,2,1,2.0576,151.099714036,2,1,2.0576,True
2025,NC(Cc1cc(F)ccc1F)C1CCC(N(Cc2ccccc2)C(=O)c2ccco2)CC1,438.21188457599993,3,1,5.329000000000005,438.21188457599993,3,1,5.329000000000005,True
2026,COc1ccc(C=NNc2ncc(Br)cn2)cc1,306.011623072,5,1,2.6937000000000006,306.011623072,5,1,2.6937000000000006,True
2027,CCCCc1ncc(-c2cccc(-c3ccc(C(=O)O)cc3)c2)n1C,334.16812794400005,3,1,4.794900000000005,334.16812794400005,3,1,4.794900000000005,True
2028,CNc1nc(-c2c[nH]c3ccccc23)cs1,229.067368352,3,2,3.333100000000001,229.067368352,3,2,3.333100000000001,True
2029,CC1COCC(C)(CC(=O)c2ccc(C(C)(C)C)c(O)c2)O1,306.18310931199994,4,1,3.456500000000003,306.18310931199994,4,1,3.456500000000003,True
2030,CC1CCC2(C)CCC3(C(=O)O)C(=CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C2C1,440.32904526799996,2,1,7.051700000000008,440.32904526799996,2,1,7.051700000000008,True
2034,CC(C)n1cc(C(=O)N2CCN(c3ccc(OC(F)(F)F)cc3)CC2)c(-c2cccc(F)c2)n1,476.183538888,5,0,5.131100000000005,476.183538888,5,0,5.131100000000005,True
2035,O=C(O)COc1c(C(=O)O)sc(-c2ccsc2)c1Br,361.89182742400004,5,2,3.4007000000000014,361.89182742400004,5,2,3.4007000000000014,True
2036,O=C(O)COc1cc(-c2ccco2)sc1C(=O)O,268.004158976,5,2,2.1696999999999997,268.004158976,5,2,2.1696999999999997,True
2037,CCC(C)(C)c1ccc(C=CC(=O)c2ccc(OC)cc2O)cc1,324.17254462799997,3,1,4.984500000000005,324.17254462799997,3,1,4.984500000000005,True
2038,O=CN(O)C(CC(=O)O)Cc1ccc(C(F)(F)F)cc1,291.071842524,3,2,1.9387999999999999,291.071842524,3,2,1.9387999999999999,True
2039,O=C(O)c1coc(-c2ccc(CC(C(=O)c3ccc(Cl)cc3)C(F)(F)F)cc2)c1,422.053271268,3,1,5.902100000000003,422.053271268,3,1,5.902100000000003,True
2040,O=C(OCC1OC(OC(=O)c2ccc(O)c(O)c2)C(O)C1O)c1ccc(O)cc1,406.08999677599996,10,5,0.26389999999999986,406.08999677599996,10,5,0.26389999999999986,True
2041,O=C(N1CCOCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,433.03474535600003,2,0,3.5840000000000014,433.03474535600003,2,0,3.5840000000000014,True
2042,O=C(NCc1ccccc1)c1cc(-n2cccc2)sc1N1CCCCC1,365.15618335600004,4,1,4.459100000000004,365.15618335600004,4,1,4.459100000000004,True
2043,CCCCCCCCCCCCCCCC,226.26605108799998,0,0,6.487600000000007,226.26605108799998,0,0,6.487600000000007,True
2044,CCOS(=O)(=O)C=Cc1ccc(OCCCCNc2nc(-c3ccc(OC)cc3)cs2)cc1,488.143963996,8,1,5.426800000000005,488.143963996,8,1,5.426800000000005,True
2046,O=C(Cc1ccc(-n2nc(C(F)(F)F)cc2C(=O)O)cc1)N=CCCc1ccccc1,429.130026096,4,1,4.362000000000003,429.130026096,4,1,4.362000000000003,True
2047,COc1cc(CC=Cc2ccccc2)ccc1C=CC(=O)O,294.125594436,2,1,4.048900000000003,294.125594436,2,1,4.048900000000003,True
2048,CCN1CCCC(Nc2ccc(-n3cc(C(N)=O)c4ccccc43)cc2)C1,362.210661452,4,2,3.625600000000002,362.210661452,4,2,3.625600000000002,True
2049,N=C(N)Nc1ccc(C(=O)Cc2ccc(C(=N)N)cc2)cc1,295.143310164,3,5,1.7014399999999996,295.143310164,3,5,1.7014399999999996,True
2050,CC(C)N(CC(=O)N(C)C)C1CCN(c2ncnc3[nH]ccc23)C1,330.216809452,5,1,1.3352000000000002,330.216809452,5,1,1.3352000000000002,True
2051,O=C(O)c1ccc(Nc2ccc(F)cc2F)cc1,249.060134968,2,2,3.406600000000001,249.060134968,2,2,3.406600000000001,True
2052,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)c3ccccc3)cc2)NC1CC(O)CO,570.218843188,6,4,4.331300000000005,570.218843188,6,4,4.331300000000005,True
2053,COc1cc(C2CC(=O)c3ccccc3O2)ccc1O,270.089208928,4,1,3.1073000000000017,270.089208928,4,1,3.1073000000000017,True
2054,O=S(=O)(Oc1ccc(-c2ccc(O)cc2)cc1)C1CCCCC1,332.10823012000003,4,1,4.100500000000003,332.10823012000003,4,1,4.100500000000003,True
2055,O=C(O)c1ccc(N(Cc2ccc(F)cc2)S(=O)(=O)C(Cc2ccc(O)cc2)C(=O)O)cc1,473.09445119999987,5,3,3.261800000000002,473.09445119999987,5,3,3.261800000000002,True
2056,O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCC2,255.02014338799998,4,3,0.9581,255.02014338799998,4,3,0.9581,True
2057,O=C(O)C(=O)Nc1sc2c(c1C(=O)c1ccc(O)cc1)CCCCC2,359.082743644,5,3,2.976700000000001,359.082743644,5,3,2.976700000000001,True
2058,O=C(Nc1ccc(-c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)cc1)c1ccc(F)cc1,444.104083716,2,2,6.650700000000004,444.104083716,2,2,6.650700000000004,True
2059,N=C(CN1CCCC1=O)OCc1ccccc1,232.121177752,3,1,1.8028700000000002,232.121177752,3,1,1.8028700000000002,True
2060,C=CC(C)(C)c1cc(O)cc(O)c1C(=O)O,222.089208928,3,3,2.259600000000001,222.089208928,3,3,2.259600000000001,True
2063,CCOC(=O)C1CCN(C(=O)C=Cc2ccc(O)c(O)c2)C1,305.12632270800003,5,2,1.5225999999999997,305.12632270800003,5,2,1.5225999999999997,True
2064,CC1(C)CCC2(C)CCC(C(C)(C)C)C2CC1=O,250.22966558000002,1,0,4.844200000000004,250.22966558000002,1,0,4.844200000000004,True
2065,CC(C)=CCC1=C(c2ccc(O)cc2O)OC2=c3c(cc(O)cc3=C1)C(=O)O2,378.1103382959999,6,3,2.6178000000000017,378.1103382959999,6,3,2.6178000000000017,True
2066,O=C1COc2cc(C#Cc3ccccc3C(F)(F)F)ccc2N1,317.06636322,2,1,3.4361000000000015,317.06636322,2,1,3.4361000000000015,True
2067,O=C(O)C(=O)Nc1ccc(CC(c2ccc(Cl)cc2)c2nc3ccccc3o2)cc1,420.087684704,4,2,4.878900000000003,420.087684704,4,2,4.878900000000003,True
2068,O=C(O)COc1ccc(CC(c2ccccc2)(c2ccc(C(F)(F)F)cc2)C2CCCCC2)cc1,482.206879448,2,1,7.277900000000006,482.206879448,2,1,7.277900000000006,True
2069,O=C(NCc1ccccc1)c1ccc(Cl)c(-c2nc3ccccc3s2)c1,378.0593617800001,3,1,5.546700000000004,378.0593617800001,3,1,5.546700000000004,True
2071,O=C(O)COc1cc(-c2cccc(NC(=O)C(c3ccccc3)c3ccccc3)c2)sc1C(=O)O,487.108958392,5,3,5.347300000000003,487.108958392,5,3,5.347300000000003,True
2072,COc1cc(C2=C(c3ccc(O)cc3)C(C)(O)C3C=CC(=O)C=C23)ccc1O,376.1310737399999,5,3,3.4633000000000025,376.1310737399999,5,3,3.4633000000000025,True
2074,CC(C)=CCc1c(O)ccc(C(=O)C2C(=O)C(=O)CC(C)C2=O)c1O,344.12598835999995,6,2,2.1525000000000003,344.12598835999995,6,2,2.1525000000000003,True
2075,C=CC1=C2C=C(C(=O)NC(Cc3ccccc3)C(=O)O2)C2CC1C(C(=O)O)N2C(=O)CC,436.16343648799995,5,2,1.7310999999999996,436.16343648799995,5,2,1.7310999999999996,True
2076,O=C(O)c1cccc([N+](=O)[O-])c1,167.02185764,3,1,1.293,167.02185764,3,1,1.293,True
2077,O=C(O)c1c(O)cccc1SSc1ccccc1,278.00713618000003,4,2,3.889800000000002,278.00713618000003,4,2,3.889800000000002,True
2079,O=C(C=S(O)(O)=Cc1ccccc1Cl)OCC1CCCN1,331.064506736,5,3,2.3383000000000003,331.064506736,5,3,2.3383000000000003,True
2080,CCOC(=O)CC(NC(=O)C1CCCCC1)C(=O)O,271.14197277200003,4,2,1.0892999999999995,271.14197277200003,4,2,1.0892999999999995,True
2081,O=C(O)C(Cc1ccccc1)N1C(=O)C(Cc2ccc(F)cc2)SC1=Cc1ccc(Cl)cc1,481.091470432,3,1,5.660100000000004,481.091470432,3,1,5.660100000000004,True
2083,COC(=O)c1sccc1NC(=O)Oc1ccc([N+](=O)[O-])cc1,322.02595704,7,1,3.0538000000000007,322.02595704,7,1,3.0538000000000007,True
2084,O=C(CCCCCCCC(=O)c1ccccc1)NO,263.152143532,3,2,3.1054000000000004,263.152143532,3,2,3.1054000000000004,True
2085,CC(=O)N(O)C(C)c1cc(-c2ccc(F)cc2)ccc1O,289.111421592,3,2,3.497000000000002,289.111421592,3,2,3.497000000000002,True
2086,CC1(c2ccccc2)NC(=O)N(CC(=O)Nc2ccccc2Br)C1=O,401.03750347199997,3,2,2.854800000000001,401.03750347199997,3,2,2.854800000000001,True
2087,C=CC(O)C1C=CCC(=O)C1CCc1ccc2c(c1)CC=C2,294.161979944,2,1,3.496800000000002,294.161979944,2,1,3.496800000000002,True
2088,COC(=O)c1scc(-c2ccc(CC(C)(C)C)cc2)c1O,304.11331549999994,4,1,4.495900000000004,304.11331549999994,4,1,4.495900000000004,True
2089,Oc1cc(O)cc(-c2ccc(C3CCCCC3)cc2)c1,268.14632988,2,2,4.812500000000003,268.14632988,2,2,4.812500000000003,True
2090,O=C(Nc1ccc(-c2ccc(NC(=O)C3CCCCC3)cc2)cc1)c1ccccc1,398.199428072,2,2,6.124700000000005,398.199428072,2,2,6.124700000000005,True
2092,O=C(O)c1ccc2c(c1)C(=CC=C(c1ccccc1)c1ccc(Br)cc1)SCCC2,476.044563012,2,1,7.299500000000005,476.044563012,2,1,7.299500000000005,True
2093,CC12CC=C3C(=O)OC(Br)=CC3C1C1C(C)(C)C(=O)C(=O)C1(C)C(C)(C)CC2,448.12492150799994,4,0,4.968800000000005,448.12492150799994,4,0,4.968800000000005,True
2094,O=C1C(=Cc2cccs2)SC(=S)N1Cc1ccccc1,317.000276972,4,0,4.149500000000002,317.000276972,4,0,4.149500000000002,True
2095,COc1ccc(COC(=O)NN=Cc2ccc(OCCOc3cccc(OC(C)=O)c3)cc2)cc1,478.1740011719999,8,1,4.338600000000004,478.1740011719999,8,1,4.338600000000004,True
2097,O=C(O)C(=Cc1ccccc1OC(=O)c1ccc(Cl)cc1)c1ccc(-c2ccc(Cl)cc2)cc1,488.058214416,3,1,7.504800000000006,488.058214416,3,1,7.504800000000006,True
2099,COc1ccc(C(=O)NN=C(C)C(=NO)c2ccc(OC)cc2O)cc1,357.13247070799997,7,3,2.3936,357.13247070799997,7,3,2.3936,True
2100,O=C(O)c1ccc(N=Nc2c(O)[nH]c3ccc(S(=O)(=O)NCc4ccc(F)cc4)cc23)cc1,468.090368864,6,4,4.604700000000002,468.090368864,6,4,4.604700000000002,True
2101,O=C(Oc1ccc(C=NO)cc1)c1ccc(O)cc1,257.068807832,5,2,2.4195,257.068807832,5,2,2.4195,True
2102,Cc1cc(C=C2SC(=O)NC2=O)cc(C)c1O,249.045964212,4,2,2.332940000000001,249.045964212,4,2,2.332940000000001,True
2103,CCN1CCCC1CNC(=O)c1c(O)c(C)cc(OC)c1OC,322.189257312,5,2,1.93192,322.189257312,5,2,1.93192,True
2105,CCc1ccc(Oc2ccc(S(=O)(=O)Nc3nccs3)cc2)cc1,360.06023437199997,5,1,4.298600000000003,360.06023437199997,5,1,4.298600000000003,True
2106,N#Cc1noc(-c2ccc(O)cc2O)c1O,218.032756672,6,3,1.33008,218.032756672,6,3,1.33008,True
2107,Fc1ccccc1NC(=S)Nc1ccccc1Cl,280.02372522,1,2,4.288000000000001,280.02372522,1,2,4.288000000000001,True
2108,CC(=O)NC(C)c1ccc(C#Cc2ccc(CC(C)C)cc2)cc1,319.19361442,1,1,4.482000000000005,319.19361442,1,1,4.482000000000005,True
2109,O=C(OC1CSSC1)c1ccccc1,226.01222156,4,0,2.607,226.01222156,4,0,2.607,True
2110,O=C(O)COc1c(C(=O)O)sc(-c2ccc(-c3ccc(O)cc3)cc2)c1Br,447.9616212359999,5,3,4.711800000000002,447.9616212359999,5,3,4.711800000000002,True
2111,O=C(O)C(=O)Nc1ccc(-c2ccc(CC(Cc3ccccc3)CN3CCCC3)cc2)cc1,442.22564282,3,2,4.873900000000004,442.22564282,3,2,4.873900000000004,True
2112,CCCCCC(=O)n1ncc2c1C(C)(C)Cc1ccc(cc1O)Cc1cccc(c1)O2,418.2256428199999,5,1,6.026000000000007,418.2256428199999,5,1,6.026000000000007,True
2113,COc1ccc(CC(NC(=O)CC23CCC(C)(C)CC2C3(C)C)c2cccc(C(C)C)c2)cc1O,477.324294236,3,2,7.166800000000009,477.324294236,3,2,7.166800000000009,True
2114,NC1=c2cccc3cnc(cc23)=C(O)N1Cc1ccccc1,289.1215121,4,2,1.398699999999999,289.1215121,4,2,1.398699999999999,True
2115,O=C(O)c1csc(-c2ccc(CC(C(=O)c3ccc(Br)cc3)c3ccccc3)cc2)c1,490.02382756800006,3,1,7.085000000000005,490.02382756800006,3,1,7.085000000000005,True
2116,COC(=O)NS(=O)(=O)c1ccc(NC(=O)c2cc(O)c(O)c(O)c2)cc1,382.0470864079999,8,5,1.1003999999999998,382.0470864079999,8,5,1.1003999999999998,True
2117,CSc1nnc(-c2sccc2Cl)o1,231.95318246,5,0,3.173400000000001,231.95318246,5,0,3.173400000000001,True
2118,O=C(NO)c1cccc(C(=O)Nc2cccc(NC(=O)C(c3ccccc3)S(=O)(=O)C(F)(F)F)c2)c1,521.086840956,6,4,3.6723000000000026,521.086840956,6,4,3.6723000000000026,True
2120,CS(=O)(=O)Nc1ccc(-c2[nH]nc3ccc(-c4nc[nH]n4)cc23)cc1,354.089894688,5,3,2.3865,354.089894688,5,3,2.3865,True
2122,CNc1nc(N)nc2nc(-c3ccccc3F)ccc12,269.10767360399996,5,2,2.4548000000000005,269.10767360399996,5,2,2.4548000000000005,True
2124,O=C(O)c1cc2c(OC(F)(F)F)ccc(O)c2c2ccc(Br)cc12,399.95580549600004,3,2,5.057900000000002,399.95580549600004,3,2,5.057900000000002,True
2125,COc1cc(Cc2c(O)oc3cc(O)c(C(=O)O)cc3c2=O)ccc1O,358.06886740799996,7,4,2.2074000000000003,358.06886740799996,7,4,2.2074000000000003,True
2126,CC(C)CC(NC(=O)C(Cc1ccc(OC(=O)C(=O)O)cc1)NC(=O)Cc1cccc(C(C)(C)C)c1)C(=O)O,540.247166112,6,4,2.8596000000000004,540.247166112,6,4,2.8596000000000004,True
2127,N#Cc1ccc(S(=O)(=O)Nc2ccc3oc(-c4ccc(NS(=O)(=O)c5ccc(CN)cc5)cc4)nc3c2)cc1,559.0984107720001,8,3,4.426780000000002,559.0984107720001,8,3,4.426780000000002,True
2128,O=C(O)c1cc(-c2nc3cc(NS(=O)(=O)c4ccc([N+](=O)[O-])cc4)ccc3o2)ccc1O,455.0423353759999,8,3,3.607600000000002,455.0423353759999,8,3,3.607600000000002,True
2129,COc1cc(O)c(Br)c2c1C=C(C)CC(C)(C)C2,310.056841948,2,1,4.539000000000002,310.056841948,2,1,4.539000000000002,True
2130,COC(=O)C(C)(C)C(CCC(C)(C)O)OC1CC(C)=CCC2C(C)(C)CCCC12C,422.339609952,4,1,6.063200000000007,422.339609952,4,1,6.063200000000007,True
2131,O=C(NN=Cc1ccc([N+](=O)[O-])cc1)c1cccc(OCc2ccccc2)c1,375.121906024,5,1,3.937700000000003,375.121906024,5,1,3.937700000000003,True
2132,CNc1nc(N)nc2nc(-c3c(OC)cccc3C(O)C(F)(F)F)ccc12,379.12560941199996,7,3,2.9200000000000017,379.12560941199996,7,3,2.9200000000000017,True
2133,CCc1cc(C(=O)NC2CC(C(=O)Nc3ncc(Cl)s3)N(C(=O)c3coc4ccccc34)C2)no1,513.0873674200001,8,2,3.744900000000002,513.0873674200001,8,2,3.744900000000002,True
2134,COC(=O)c1scc(-c2ccc(NC(=O)c3ccc(OC)cc3)cc2)c1OC,397.09839370799995,6,1,4.471200000000003,397.09839370799995,6,1,4.471200000000003,True
